Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,449.8399963378906,477.0,433.2799987792969,455.6300048828125,455.6300048828125,1829300
2020-03-24,468.2200012207031,471.989990234375,424.010009765625,449.5299987792969,449.5299987792969,1615700
2020-03-25,443.0400085449219,458.8299865722656,427.0799865722656,429.7799987792969,429.7799987792969,1288000
2020-03-26,426.510009765625,452.70001220703125,424.0199890136719,452.29998779296875,452.29998779296875,1686200
2020-03-27,446.0299987792969,465.7900085449219,445.1499938964844,449.5199890136719,449.5199890136719,1109000
2020-03-30,463.0899963378906,476.1000061035156,461.0,473.0,473.0,1337000
2020-03-31,474.0,495.4800109863281,463.79998779296875,488.2900085449219,488.2900085449219,1953200
2020-04-01,484.1400146484375,499.989990234375,476.45001220703125,496.6499938964844,496.6499938964844,1679800
2020-04-02,494.2900085449219,501.0,483.1099853515625,498.75,498.75,1058900
2020-04-03,495.55999755859375,503.260009765625,485.0400085449219,493.32000732421875,493.32000732421875,1169500
2020-04-06,503.3800048828125,511.010009765625,488.8900146484375,504.2699890136719,504.2699890136719,1285500
2020-04-07,502.80999755859375,509.739990234375,492.010009765625,501.510009765625,501.510009765625,1046900
2020-04-08,502.2099914550781,514.1099853515625,488.0,512.3300170898438,512.3300170898438,1167100
2020-04-09,510.1000061035156,515.6400146484375,500.8699951171875,512.9600219726562,512.9600219726562,1011800
2020-04-13,512.010009765625,519.0,504.1199951171875,517.02001953125,517.02001953125,789800
2020-04-14,524.6199951171875,525.9000244140625,517.0,524.8400268554688,524.8400268554688,962600
2020-04-15,525.2999877929688,527.0999755859375,510.5,511.69000244140625,511.69000244140625,836800
2020-04-16,518.9199829101562,541.969970703125,517.6199951171875,539.9299926757812,539.9299926757812,1206300
2020-04-17,549.989990234375,572.5,539.1400146484375,568.7899780273438,568.7899780273438,2133500
2020-04-20,566.7100219726562,574.3200073242188,560.3900146484375,567.989990234375,567.989990234375,949300
2020-04-21,566.0599975585938,568.989990234375,536.7999877929688,544.4600219726562,544.4600219726562,1026300
2020-04-22,555.5,563.3699951171875,540.9500122070312,558.0800170898438,558.0800170898438,825800
2020-04-23,558.9299926757812,573.1599731445312,557.489990234375,565.52001953125,565.52001953125,739500
2020-04-24,573.6400146484375,574.0,556.469970703125,566.2100219726562,566.2100219726562,837100
2020-04-27,563.1500244140625,565.6799926757812,539.1500244140625,547.52001953125,547.52001953125,1467800
2020-04-28,537.47998046875,539.97998046875,522.4199829101562,528.6099853515625,528.6099853515625,1128200
2020-04-29,532.6400146484375,533.1699829101562,513.8099975585938,516.1500244140625,516.1500244140625,1306300
2020-04-30,513.989990234375,527.4299926757812,507.69000244140625,525.8800048828125,525.8800048828125,938000
2020-05-01,524.22998046875,529.2100219726562,514.5499877929688,525.5,525.5,482200
2020-05-04,528.1799926757812,544.2000122070312,527.6199951171875,541.8200073242188,541.8200073242188,885600
2020-05-05,563.0599975585938,581.0,561.27001953125,574.3699951171875,574.3699951171875,1550700
2020-05-06,559.2000122070312,569.989990234375,541.5599975585938,553.5,553.5,1906200
2020-05-07,564.3900146484375,570.2100219726562,555.9600219726562,559.8300170898438,559.8300170898438,1132100
2020-05-08,562.0,567.8300170898438,553.52001953125,563.4000244140625,563.4000244140625,698900
2020-05-11,565.22998046875,578.77001953125,564.0999755859375,574.1099853515625,574.1099853515625,1040900
2020-05-12,576.97998046875,578.0,556.4500122070312,557.5399780273438,557.5399780273438,918600
2020-05-13,560.6500244140625,581.780029296875,558.510009765625,577.1199951171875,577.1199951171875,1058900
2020-05-14,577.1799926757812,580.77001953125,565.5999755859375,570.8599853515625,570.8599853515625,702300
2020-05-15,566.780029296875,577.0,563.0800170898438,576.719970703125,576.719970703125,865700
2020-05-18,582.0,583.5399780273438,558.8900146484375,560.280029296875,560.280029296875,962800
2020-05-19,561.0,569.5,557.5999755859375,557.5999755859375,557.5999755859375,737900
2020-05-20,562.0700073242188,580.5499877929688,561.3900146484375,576.8900146484375,576.8900146484375,840800
2020-05-21,577.510009765625,578.3400268554688,556.6799926757812,560.97998046875,560.97998046875,812600
2020-05-22,558.1199951171875,574.1900024414062,558.1199951171875,569.9099731445312,569.9099731445312,653500
2020-05-26,548.5399780273438,556.1300048828125,534.25,545.2100219726562,545.2100219726562,3742000
2020-05-27,538.7000122070312,555.530029296875,522.02001953125,544.010009765625,544.010009765625,5902600
2020-05-28,547.5,583.030029296875,546.1300048828125,578.2100219726562,578.2100219726562,7869500
2020-05-29,580.7000122070312,615.3599853515625,571.52001953125,612.8099975585938,612.8099975585938,6675900
2020-06-01,605.0,610.0,597.6199951171875,599.469970703125,599.469970703125,1579300
2020-06-02,602.2000122070312,618.7100219726562,591.6699829101562,617.6599731445312,617.6599731445312,1511500
2020-06-03,615.3699951171875,616.6799926757812,589.5999755859375,604.280029296875,604.280029296875,1541000
2020-06-04,596.989990234375,610.989990234375,592.7899780273438,598.5399780273438,598.5399780273438,851800
2020-06-05,585.0,600.1400146484375,578.4299926757812,597.0,597.0,1324100
2020-06-08,587.8800048828125,605.260009765625,579.5999755859375,604.0399780273438,604.0399780273438,964700
2020-06-09,603.489990234375,611.5599975585938,601.8900146484375,608.5900268554688,608.5900268554688,849900
2020-06-10,613.030029296875,617.3699951171875,603.0,606.5900268554688,606.5900268554688,925500
2020-06-11,621.0,625.7899780273438,592.3200073242188,596.1599731445312,596.1599731445312,1515800
2020-06-12,616.010009765625,619.6799926757812,583.1400146484375,588.3900146484375,588.3900146484375,1230200
2020-06-15,584.5399780273438,593.489990234375,582.3200073242188,590.5700073242188,590.5700073242188,676100
2020-06-16,590.0,597.1500244140625,575.8900146484375,592.9000244140625,592.9000244140625,741400
2020-06-17,596.3300170898438,606.5,594.8599853515625,603.0999755859375,603.0999755859375,678000
2020-06-18,601.3400268554688,604.030029296875,590.2999877929688,597.3499755859375,597.3499755859375,645000
2020-06-19,602.3099975585938,646.3300170898438,598.7100219726562,643.9199829101562,643.9199829101562,2668600
2020-06-22,634.0900268554688,634.1900024414062,618.1900024414062,628.47998046875,628.47998046875,1238800
2020-06-23,631.3300170898438,637.5399780273438,623.010009765625,628.760009765625,628.760009765625,832700
2020-06-24,630.0,644.7000122070312,599.0,605.0399780273438,605.0399780273438,1459600
2020-06-25,604.6699829101562,620.2899780273438,602.510009765625,619.9600219726562,619.9600219726562,813900
2020-06-26,611.02001953125,616.3499755859375,601.5599975585938,611.3599853515625,611.3599853515625,1817800
2020-06-29,609.3699951171875,617.27001953125,605.77001953125,610.8699951171875,610.8699951171875,663200
2020-06-30,621.9299926757812,626.0599975585938,611.1599731445312,623.6500244140625,623.6500244140625,754900
2020-07-01,625.0,625.0,601.02001953125,609.1699829101562,609.1699829101562,984700
2020-07-02,612.0999755859375,630.760009765625,608.760009765625,622.4500122070312,622.4500122070312,802500
2020-07-06,635.0,639.0,623.5,627.25,627.25,1041000
2020-07-07,636.030029296875,653.530029296875,628.22998046875,640.8800048828125,640.8800048828125,1423100
2020-07-08,650.4099731445312,650.489990234375,632.4199829101562,640.3400268554688,640.3400268554688,660100
2020-07-09,648.0,655.9299926757812,629.0,640.6300048828125,640.6300048828125,1009600
2020-07-10,638.4000244140625,639.989990234375,617.9500122070312,620.8599853515625,620.8599853515625,929000
