Date,Open,High,Low,Close,Adj Close,Volume
2020-04-09,730.2000122070312,738.5599975585938,712.6799926757812,727.4199829101562,727.4199829101562,186200
2020-04-13,718.52001953125,718.52001953125,677.5,690.780029296875,690.780029296875,191200
2020-04-14,696.9000244140625,717.02001953125,693.7000122070312,711.77001953125,711.77001953125,198600
2020-04-15,705.1099853515625,707.97998046875,685.7899780273438,692.9600219726562,692.9600219726562,158300
2020-04-16,699.760009765625,701.0999755859375,684.8499755859375,695.8699951171875,695.8699951171875,135200
2020-04-17,708.239990234375,720.9099731445312,697.8200073242188,720.9099731445312,720.9099731445312,161100
2020-04-20,718.52001953125,718.52001953125,703.739990234375,707.6300048828125,707.6300048828125,133200
2020-04-21,700.0,700.0,681.47998046875,683.4299926757812,683.4299926757812,158400
2020-04-22,695.5599975585938,705.7999877929688,687.7899780273438,704.2000122070312,704.2000122070312,151700
2020-04-23,704.0,720.510009765625,698.010009765625,703.2999877929688,703.2999877929688,181200
2020-04-24,707.010009765625,714.77001953125,697.3699951171875,713.3800048828125,713.3800048828125,138900
2020-04-27,713.8400268554688,739.5,710.27001953125,735.260009765625,735.260009765625,126400
2020-04-28,738.9400024414062,739.1500244140625,696.6799926757812,699.97998046875,699.97998046875,174600
2020-04-29,708.1099853515625,747.6599731445312,706.010009765625,738.6199951171875,738.6199951171875,241800
2020-04-30,728.8300170898438,746.27001953125,716.969970703125,719.9400024414062,719.9400024414062,213900
2020-05-01,709.6900024414062,709.6900024414062,684.030029296875,689.1599731445312,689.1599731445312,104400
2020-05-04,690.4500122070312,693.9199829101562,682.02001953125,690.8900146484375,690.8900146484375,76600
2020-05-05,694.25,716.6900024414062,692.1500244140625,709.72998046875,709.72998046875,135600
2020-05-06,711.2999877929688,718.8599853515625,697.6199951171875,715.5800170898438,715.5800170898438,111600
2020-05-07,721.0,742.5800170898438,718.6900024414062,732.739990234375,732.739990234375,174000
2020-05-08,741.969970703125,757.4199829101562,714.469970703125,719.5700073242188,719.5700073242188,182000
2020-05-11,714.989990234375,720.6400146484375,710.010009765625,716.9299926757812,716.9299926757812,133400
2020-05-12,710.77001953125,720.6900024414062,687.780029296875,690.0700073242188,690.0700073242188,155400
2020-05-13,689.6599731445312,702.2899780273438,681.3900146484375,690.8800048828125,690.8800048828125,142400
2020-05-14,675.739990234375,690.7100219726562,661.3200073242188,689.530029296875,689.530029296875,129200
2020-05-15,689.9400024414062,705.8900146484375,678.8499755859375,698.7000122070312,698.7000122070312,183400
2020-05-18,710.0,722.0700073242188,708.4400024414062,718.7000122070312,718.7000122070312,149100
2020-05-19,718.6300048828125,723.52001953125,710.969970703125,714.0599975585938,714.0599975585938,142800
